category,section,key,ui_label,visibility,value_type,risk,apply_class,default_class,reset_policy,help_level,dependency_count,validator_ids,description_source,current_description,validation_text,dependency_text
Messdaten & Speicherung,V4-Manifest & I/O,MEASUREMENT_V4_MANIFEST_UPDATE_EVERY_SECONDS,V4 Manifest-Update spätestens nach Sekunden,expert,int,Mittel–hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,Spätester gepufferter V4-Manifest-Update. Beim Schließen wird immer final aktualisiert.,Zeilen >=1 beziehungsweise Sekunden >=5,
Schnittstellen & Datenquellen,MQTT-Diagnose,MQTT_TOPIC_DIAGNOSTIC_ENABLED,MQTT Topic-Diagnose aktiv,expert,bool,Mittel–hoch,live_next_cycle,safe_sentinel,default,BASE,0,,CONFIG_SCHEMA.description,"Wenn aktiv, abonniert das Script zusätzlich das konfigurierte Diagnose-Topic, standardmäßig Zendure/#, und zeigt die letzten MQTT-Nachrichten unter /mqtt-diagnostics an. Nur für Analysephasen empfohlen, weil dadurch mehr MQTT-Daten verarbeitet werden.",,
Schnittstellen & Datenquellen,MQTT-Diagnose,MQTT_TOPIC_DIAGNOSTIC_FILTER,MQTT Topic-Diagnose Filter,expert,string,Mittel–hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,"MQTT-Topic-Filter für den Diagnosemitschnitt, z. B. Zendure/# oder evcc/#. MQTT Topic Matching ist groß-/kleinschreibungssensitiv; EVCC/# passt also nicht auf evcc/site/... . Änderungen an diesem Filter erfordern meist einen Neustart oder erneutes Speichern der Config.",,
Schnittstellen & Datenquellen,MQTT-Diagnose,MQTT_TOPIC_DIAGNOSTIC_HISTORY_LIMIT,MQTT Topic-Diagnose Historie,expert,int,Mittel–hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,"Anzahl der letzten MQTT-Diagnosemeldungen, die im RAM gehalten werden. Höhere Werte brauchen mehr Speicher, sind aber für Topic-Analyse hilfreich.",,
Schnittstellen & Datenquellen,MQTT-Diagnose,MQTT_TOPIC_DIAGNOSTIC_VIEW_MODE,MQTT Diagnose Anzeige,expert,enum,Mittel–hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,"filtered speichert/zeigt nur Nachrichten, die zum MQTT Topic-Diagnose Filter passen. all speichert alle vom Controller empfangenen MQTT-Nachrichten und ist nur für kurze Fehlersuche empfohlen.",,
Schnittstellen & Datenquellen,MQTT-Verbindung,MQTT_BROKER,MQTT Broker,standard,string,Sehr hoch,restart_required,installation,none,BASE,0,VAL-017,CONFIG_SCHEMA.description,Adresse des MQTT-Brokers. Meist der Raspberry Pi selbst.,ERROR:MQTT_BROKER_MISSING,
Schnittstellen & Datenquellen,MQTT-Verbindung,MQTT_PASSWORD,MQTT Passwort,protected_expert,secret,Sehr hoch,restart_required,auto_or_unset,clear,BASE,0,VAL-017|VAL-023,CONFIG_SCHEMA.description,Passwort für MQTT. Wird in der lokalen config.json gespeichert.,Secret nie im Klartext zurückanzeigen; leer lassen = bestehenden Wert unverändert,
Schnittstellen & Datenquellen,MQTT-Verbindung,MQTT_PORT,MQTT Port,standard,int,Sehr hoch,restart_required,product_default,default,BASE,0,VAL-017,CONFIG_SCHEMA.description,Port des MQTT-Brokers. Standard ist 1883.,,
Schnittstellen & Datenquellen,MQTT-Verbindung,MQTT_USER,MQTT Benutzer,standard,string,Sehr hoch,restart_required,installation,none,BASE,0,VAL-017,CONFIG_SCHEMA.description,"Benutzername für MQTT. Leer lassen, wenn keine Authentifizierung verwendet wird.",,
Schnittstellen & Datenquellen,Netzleistung · Plausibilität,GRID_POWER_PLAUSIBILITY_MAX_ABS_W,Netzleistungs-Plausibilitätsgrenze,protected_expert,int,Sehr hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,Absolute Obergrenze für plausible Netzleistungswerte. Messwerte oberhalb dieser Grenze werden verworfen und nicht für AUTO-Regelung oder Glättung verwendet. Default 30000 W schützt vor offensichtlich defekten SMA-/Shelly-Ausreißern.,1000–250000 W; oberhalb realistisch möglicher Hausleistung mit Reserve,
Schnittstellen & Datenquellen,Netzleistung · SMA Diagnose,SMA_ENERGY_METER_LOG_DIAGNOSTICS,SMA-Direktquelle Diagnose ins Runtime-Log,expert,bool,Mittel,live_next_cycle,safe_sentinel,default,BASE,0,,CONFIG_SCHEMA.description,"Schreibt kompakte SMA-Socket-/Paketdiagnosen in das Runtime-Textlog. Zusätzlich muss Datei-Logging aktiv sein, damit die Meldungen in zendure_runtime.log landen.",,
Schnittstellen & Datenquellen,Netzleistung · SMA Diagnose,SMA_ENERGY_METER_LOG_INTERVAL_SECONDS,SMA-Diagnose Log-Intervall,expert,int,Mittel,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,"Mindestabstand zwischen periodischen SMA_DIAG-Zeilen im Runtime-Log, wenn SMA-Diagnoselogging aktiv ist.",,
Schnittstellen & Datenquellen,Netzleistung · SMA Diagnose,SMA_ENERGY_METER_PACKET_GAP_WARN_SECONDS,SMA Paketlücken-Warnung,expert,int,Mittel,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,Ab dieser Lücke zwischen empfangenen SMA-Speedwire-Paketen wird die Lücke in der SMA-Diagnose markiert. Der Stream kommt typischerweise ungefähr sekündlich.,,
Schnittstellen & Datenquellen,Netzleistung · SMA Direkt,SMA_ENERGY_METER_GROUP,SMA Energy Meter Multicast-Gruppe,expert,string,Hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,Multicast-Adresse der SMA Energy Meter Daten. Typischer Standard: 239.12.255.254.,Bei mehreren Geräten Seriennummer für aktive Regelquelle zwingend,
Schnittstellen & Datenquellen,Netzleistung · SMA Direkt,SMA_ENERGY_METER_INTERFACE,SMA Energy Meter Interface/IP,standard,string,Hoch,live_next_cycle,auto_or_unset,clear,BASE,0,,CONFIG_SCHEMA.description,Optional: lokale IPv4-Adresse oder Interface-Name wie eth0 für den Multicast-Join. Bei mehreren Netzwerkinterfaces bevorzugt eth0 eintragen.,Bei mehreren Geräten Seriennummer für aktive Regelquelle zwingend,
Schnittstellen & Datenquellen,Netzleistung · SMA Direkt,SMA_ENERGY_METER_PASSIVE_ENABLED,SMA-Direktquelle zusätzlich passiv beobachten,standard,bool,Mittel,live_next_cycle,safe_sentinel,default,BASE,0,,CONFIG_SCHEMA.description,"Nur relevant, wenn als Netzleistungsquelle die Shelly-kompatible HTTP-Quelle gewählt ist: startet zusätzlich einen passiven SMA Energy Meter / Sunny Home Manager 2.0 Listener zum Vergleich. Wenn SMA Home Manager direkt als Netzleistungsquelle gewählt ist, wird der Listener automatisch aktiviert; dieser Schalter ist dann fachlich redundant.",Vor aktivem Quellenwechsel empfohlen,
Schnittstellen & Datenquellen,Netzleistung · SMA Direkt,SMA_ENERGY_METER_PORT,SMA Energy Meter UDP-Port,expert,int,Hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,UDP-Port für SMA Energy Meter / Sunny Home Manager 2.0 Multicast. Typischer Standard: 9522.,Bei mehreren Geräten Seriennummer für aktive Regelquelle zwingend,
Schnittstellen & Datenquellen,Netzleistung · SMA Direkt,SMA_ENERGY_METER_SERIAL,SMA Energy Meter Seriennummer,standard,string,Hoch,live_next_cycle,auto_or_unset,clear,BASE,1,VAL-016,CONFIG_SCHEMA.description,Optionaler Filter auf die Seriennummer des Energy Meters am Netzbezugspunkt. Bei mehreren SMA Energy Metern vor produktiver Nutzung zwingend empfohlen.,Bei mehreren Geräten Seriennummer für aktive Regelquelle zwingend,GRID_METER_SOURCE
Schnittstellen & Datenquellen,Netzleistung · SMA Direkt,SMA_ENERGY_METER_SOCKET_MODE,SMA Socket-Modus,protected_expert,enum,Sehr hoch,live_next_cycle,product_default,default,BASE,1,,CONFIG_SCHEMA.description,"Experten-/Diagnoseoption für die Koexistenz mit EVCC, UniMeter oder weiteren SMA-Speedwire-Listenern auf demselben Host. Default group_bind bindet auf die SMA-Multicast-Gruppe und war im Nachtlauf mit EVCC auf demselben Raspberry Pi stabil. Wildcard-Modi auf 0.0.0.0:9522 bleiben reine Diagnoseoptionen und können EVCC stören.",group_bind Standard; andere Modi nur Diagnose,GRID_METER_SOURCE
Schnittstellen & Datenquellen,Netzleistung · SMA Direkt,SMA_ENERGY_METER_STALE_TIMEOUT_SECONDS,SMA Direkt Timeout,expert,int,Sehr hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,"Maximales Alter eines direkt per SMA Energy Meter empfangenen Netzleistungswerts, falls die direkte SMA-Quelle als Regelquelle verwendet wird.",5–600 s; größer als normaler Paketabstand,
Schnittstellen & Datenquellen,Netzleistung · SMA Direkt,SMA_ENERGY_METER_SUSY_ID,SMA Energy Meter SUSy-ID,expert,string,Hoch,live_next_cycle,auto_or_unset,clear,BASE,0,,CONFIG_SCHEMA.description,Optionaler Filter auf die SMA SUSy-ID des gewünschten Energy Meters. Bei mehreren SMA Energy Metern empfohlen. Beispiel: <SMA-SUSY-ID>.,Bei mehreren Geräten Seriennummer für aktive Regelquelle zwingend,
Schnittstellen & Datenquellen,Netzleistung · Shelly-kompatibel,SHELLY_IP,Shelly-kompatible HTTP-Quelle IP,standard,string,Hoch,live_next_cycle,installation,none,BASE,1,,CONFIG_SCHEMA.description,IP-Adresse der Shelly- oder Shelly-kompatiblen Messdatenquelle. Das kann ein echter Shelly Pro 3EM oder ein anderer Shelly-kompatibler HTTP-Endpunkt sein.,Bei Shelly-Quelle Pflicht; Live-Test erforderlich,GRID_METER_SOURCE
Schnittstellen & Datenquellen,Netzleistung · Shelly-kompatibel,SHELLY_STALE_TIMEOUT_SECONDS,Shelly Timeout,expert,int,Sehr hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,Maximales Alter des letzten gültigen Netzleistungswerts.,5–600 s; deutlich über typischem Pollabstand,
Schnittstellen & Datenquellen,Netzleistung · aktive Quelle,GRID_METER_SOURCE,Netzleistungsquelle,standard,enum,Sehr hoch,live_next_cycle,installation,none,BASE,3,VAL-015|VAL-016,CONFIG_SCHEMA.description,Quelle für die Netzleistung am Hausanschlusspunkt. Shelly-kompatibles HTTP bleibt dauerhaft als Alternative für echte Shelly Pro 3EM und kompatible Endpunkte erhalten. SMA direkt nutzt das lokale SMA Energy Meter / Sunny Home Manager UDP-Multicast-Protokoll.,Kandidatenquelle vor Umschalten frisch/plausibel prüfen,SHELLY_IP; SMA_ENERGY_METER_PASSIVE_ENABLED; SMA_ENERGY_METER_SERIAL
Schnittstellen & Datenquellen,Zendure Local API,ZENDURE_LOCAL_API_ENABLED,Zendure lokale API Diagnose aktiv,expert,bool,Mittel,live_next_cycle,safe_sentinel,default,BASE,0,,CONFIG_SCHEMA.description,Aktiviert den Diagnose-Endpunkt /zendure-properties. Diese Option steuert die Web-Diagnoseseite; die Telemetrie-Fallback-Nutzung wird separat über die folgenden Optionen gesteuert.,Unabhängig vom Hintergrundworker,
Schnittstellen & Datenquellen,Zendure Local API,ZENDURE_LOCAL_API_ERROR_BACKOFF_SECONDS,Zendure lokale API Fehler-Backoff,expert,int,Mittel–hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,"Pause nach einem Timeout oder Fehler der lokalen Zendure-API, bevor der Controller erneut /properties/report abfragt. Schützt EVCC und die Zendure-Headunit vor aggressiven Wiederholungen.",,
Schnittstellen & Datenquellen,Zendure Local API,ZENDURE_LOCAL_API_POLL_INTERVAL_SECONDS,Zendure lokale API Poll-Intervall,expert,int,Mittel–hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,Mindestabstand zwischen zwei lokalen Zendure-API-Abfragen für Telemetrie und Temperaturdiagnose.,,
Schnittstellen & Datenquellen,Zendure Local API,ZENDURE_LOCAL_API_SOC_PRIORITY,Zendure lokale API SOC-Priorität,expert,enum,Mittel–hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,"Legt fest, welcher SOC-Wert aus /properties/report bevorzugt wird, falls sowohl properties.electricLevel als auch packData[0].socLevel vorhanden sind.",,
Schnittstellen & Datenquellen,Zendure Local API,ZENDURE_LOCAL_API_TELEMETRY_FALLBACK_ONLY,Zendure lokale API nur als Fallback,standard,bool,Hoch,live_next_cycle,safe_sentinel,default,BASE,2,,CONFIG_SCHEMA.description,"Wenn aktiv, bleibt MQTT die bevorzugte Quelle für SOC und Istleistung. Die lokale API aktualisiert den aktiven SOC nur dann, wenn MQTT fehlt oder veraltet ist. Sobald MQTT wieder gültige Werte liefert, wechselt die Anzeige automatisch zurück zu MQTT.",Aus nur geschützt bestätigen,"ZENDURE_LOCAL_API_USE_FOR_TELEMETRY, ZENDURE_LOCAL_IP"
Schnittstellen & Datenquellen,Zendure Local API,ZENDURE_LOCAL_API_USE_FOR_TELEMETRY,Zendure lokale API für Telemetrie nutzen,standard,bool,Hoch,live_next_cycle,safe_sentinel,default,BASE,2,,CONFIG_SCHEMA.description,"Wenn aktiv, darf der Controller die lokale Zendure-API als zusätzliche Telemetriequelle für SOC, Istleistung und Akkutemperatur verwenden. Das ist ein Fallback gegen den bekannten Fall, dass Zendure nach Broker-/Raspberry-Neustart keine MQTT-Sensordaten mehr publiziert.",IP Pflicht; Fallback-only empfohlen,"ZENDURE_LOCAL_API_TELEMETRY_FALLBACK_ONLY, ZENDURE_LOCAL_IP"
Schnittstellen & Datenquellen,Zendure Local API,ZENDURE_LOCAL_IP,Zendure lokale IP,standard,string,Hoch,live_next_cycle,installation,none,BASE,3,,CONFIG_SCHEMA.description,IP-Adresse der Zendure-Headunit für lokale Abfragen wie /properties/report. Wird sowohl für die Diagnose-Webseite als auch für den optionalen Telemetrie-Fallback verwendet.,Pflicht sobald Diagnose oder Telemetrie aktiv,"ZENDURE_LOCAL_API_TELEMETRY_FALLBACK_ONLY, ZENDURE_LOCAL_API_TIMEOUT_SECONDS, ZENDURE_LOCAL_API_USE_FOR_TELEMETRY"
Schnittstellen & Datenquellen,Zendure Local API · Timeouts,ZENDURE_LOCAL_API_CONTROL_TIMEOUT_CAP_SECONDS,Zendure lokale API Request-Timeoutdeckel,expert,float,Mittel–hoch,live_next_cycle,product_default,default,BASE,1,,CONFIG_SCHEMA.description,Begrenzt den Hintergrundrequest unabhängig vom höheren allgemeinen API-Timeout. Seit RC18 blockiert die lokale API den Regelzyklus nicht mehr.,"0,2–5,0 s; effektiv min(allgemeiner Timeout, Deckel)",INTERVAL_SECONDS
Schnittstellen & Datenquellen,Zendure Local API · Timeouts,ZENDURE_LOCAL_API_TIMEOUT_SECONDS,Zendure lokale API Timeout,expert,int,Mittel,live_next_cycle,product_default,default,BASE,2,,CONFIG_SCHEMA.description,Maximale Wartezeit eines asynchronen lokalen Zendure-API-Requests. Der Regelzyklus wartet nicht auf diesen Request.,1–30 s,"INTERVAL_SECONDS, ZENDURE_LOCAL_IP"
System & Diagnose,Administrative Aktionen,WEB_SERVICE_RESTART_ENABLED,Service-Neustart aus Weboberfläche erlauben,protected_expert,bool,Sehr hoch,live_next_cycle,safe_sentinel,default,BASE,0,,CONFIG_SCHEMA.description,"Erlaubt der Weboberfläche, nach dem Speichern neustartrelevanter Einstellungen den systemd-Dienst kontrolliert neu zu starten. Aus Sicherheitsgründen ist diese Funktion standardmäßig deaktiviert und benötigt zusätzlich ein freigegebenes Restart-Hilfsscript mit sudoers-Regel.",Nur mit root-geschütztem Allowlist-Helper,
System & Diagnose,Analyse-/Replay-Service,ANALYSIS_EXTENDED_MAX_FILES,Analyse Extended Dateien,protected_expert,int,Hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,Erweiterte Dateianzahl für bewusst bestätigte größere Analysen. Auf dem Raspberry Pi nur mit Warnung verwenden.,,
System & Diagnose,Analyse-/Replay-Service,ANALYSIS_EXTENDED_MAX_ROWS,Analyse Extended Messpunkte,protected_expert,int,Hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,Erweiterte Messpunktzahl für bewusst bestätigte größere Analysen. Alles darüber wird fail-closed abgelehnt.,,
System & Diagnose,Analyse-/Replay-Service,ANALYSIS_EXTENDED_MAX_TOTAL_BYTES,Analyse Extended Gesamtgröße,protected_expert,int,Hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,Erweiterte Gesamtgröße für bewusst bestätigte größere Analysen. Alles darüber wird lokal abgelehnt und sollte offline/auf dem PC analysiert werden.,,
System & Diagnose,Analyse-/Replay-Service,ANALYSIS_EXTENDED_WORKER_MEMORY_LIMIT_MB,Analyse Extended Speicherlimit,protected_expert,int,Hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,Speicherlimit für bewusst bestätigte größere Analyse-Worker.,,
System & Diagnose,Analyse-/Replay-Service,ANALYSIS_EXTENDED_WORKER_TIMEOUT_SECONDS,Analyse Extended Timeout,protected_expert,int,Hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,Zeitlimit für bewusst bestätigte größere Analyse-Worker.,,
System & Diagnose,Analyse-/Replay-Service,ANALYSIS_MAX_FILES,Analyse Pi-Safe Dateien,protected_expert,int,Hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,"Maximale Dateianzahl für normale lokale Analysen auf dem Raspberry Pi. Standard ist bewusst konservativ, um EVCC, MQTT und Live-Regler zu schützen.",,
System & Diagnose,Analyse-/Replay-Service,ANALYSIS_MAX_ROWS,Analyse Pi-Safe Messpunkte,protected_expert,int,Hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,Maximale Messpunktzahl für normale lokale Analysen. Das Limit wird bereits beim Lesen geprüft; zusätzlich läuft die Analyse in einem isolierten Worker.,,
System & Diagnose,Analyse-/Replay-Service,ANALYSIS_MAX_TOTAL_BYTES,Analyse Pi-Safe Gesamtgröße,protected_expert,int,Hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,"Maximale Gesamtgröße der ausgewählten CSV-Dateien für normale lokale Analysen. Standard ist bewusst konservativ, weil Python-/HTML-/Diagrammstrukturen deutlich mehr RAM benötigen als die CSV-Datei auf der SD-Karte.",,
System & Diagnose,Analyse-/Replay-Service,ANALYSIS_WORKER_MEMORY_LIMIT_MB,Analyse Worker Speicherlimit,protected_expert,int,Hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,"Speicherlimit für normale Analyse-Worker. Bei Überschreitung wird nur der Analyse-Worker beendet, nicht der Live-Controller.",,
System & Diagnose,Analyse-/Replay-Service,ANALYSIS_WORKER_TIMEOUT_SECONDS,Analyse Timeout,protected_expert,int,Hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,Zeitlimit für normale Analyse-Worker. Bei Überschreitung wird der Worker abgebrochen.,,
System & Diagnose,Analyse-/Replay-Service,REPLAY_WEB_PORT,Analyse-Web Port,deployment_read_only,int,Hoch,read_only,legacy_internal,none,BASE,0,,CONFIG_SCHEMA.description,"Port des optionalen separaten Analyse-/Replay-Webdienstes. Der Dienst wird mitgeliefert, aber nicht automatisch aktiviert.",Nicht als allein wirksame Portänderung anbieten,
System & Diagnose,Darstellung,UI_DARK_MODE,Dark Mode aktiv,standard,bool,Niedrig,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,"Aktiviert ein dunkles Farbschema für Statusseite, Settings, Graph, Diagnose, Analyse-Linkseiten und Headless-Hinweisseite. Die Änderung wird nach dem Speichern sofort bei neu geladenen Webseiten sichtbar.",,
System & Diagnose,Darstellung,UI_MODE,Oberflächenmodus,standard,enum,Niedrig,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,"Vorbereitung für eine reduzierte Standardansicht und eine vollständige Expertenansicht. Expertenmodus ist fachlich ein Superset des Standardmodus: Kernstatus und Warnungen bleiben immer sichtbar, Expert-only-Details kommen zusätzlich hinzu.",standard | expert,
System & Diagnose,Laufzeitdiagnose,SLOW_CYCLE_WARN_MS,Warnschwelle langsamer Zyklus,expert,int,Mittel,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,"Schreibt einen Runtime-Hinweis, wenn ein Reglerzyklus ohne Sleep länger dauert. Dient der RC3-Timingdiagnose.",1000–60000 ms; keine Echtzeitdeadline,
System & Diagnose,Runtime-Logging,FILE_LOG_BACKUP_COUNT,Datei-Log Backup-Dateien,expert,int,Mittel–hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,"Anzahl alter Text-Logdateien, die behalten werden.",,
System & Diagnose,Runtime-Logging,FILE_LOG_DIR,Datei-Log Verzeichnis,expert,string,Mittel–hoch,live_next_cycle,product_default,default,BASE,1,,CONFIG_SCHEMA.description,Relatives oder absolutes Verzeichnis für die Text-Logdatei.,ERROR:FILE_LOG_DIR_NOT_WRITABLE,FILE_LOG_ENABLED
System & Diagnose,Runtime-Logging,FILE_LOG_ENABLED,Datei-Logging aktiv,expert,bool,Mittel–hoch,live_next_cycle,safe_sentinel,default,BASE,1,,CONFIG_SCHEMA.description,"Schreibt Betriebs-, Fehler- und Diagnosemeldungen zusätzlich rollierend in eine Text-Logdatei. Das ersetzt nicht das CSV-Datenlogging.",Verzeichnis beschreibbar,FILE_LOG_DIR
System & Diagnose,Runtime-Logging,FILE_LOG_FILE,Datei-Log Dateiname,expert,string,Mittel–hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,"Dateiname der aktuellen Runtime-Text-Logdatei, standardmäßig zendure_runtime.log.",,
System & Diagnose,Runtime-Logging,FILE_LOG_MAX_BYTES,Max Datei-Log Größe,expert,int,Mittel–hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,"Bei Überschreitung wird die Text-Logdatei rotiert. Alte Dateien werden nach dem Schema zendure_runtime_1.log, zendure_runtime_2.log usw. gehalten.",,
System & Diagnose,Runtime-Logging · Detailkanäle,DEBUG,Debug Logging,expert,bool,Mittel–hoch,live_next_cycle,safe_sentinel,default,BASE,0,,CONFIG_SCHEMA.description,Allgemeine Konsolenausgaben.,,
System & Diagnose,Runtime-Logging · Detailkanäle,LOG_CONTROL,Regelentscheidungen ins Textlog schreiben (Debug),expert,bool,Mittel–hoch,live_next_cycle,safe_sentinel,default,BASE,0,,CONFIG_SCHEMA.description,Schreibt zusätzliche menschenlesbare Debug-Meldungen zu Zielwerten und Regelentscheidungen ins Runtime-Textlog. Das ist kein strukturiertes Measurement-Logging; die V4-Standard-Messdaten enthalten die Reglerdiagnose bereits.,,
System & Diagnose,Runtime-Logging · Detailkanäle,LOG_MANUAL,Manuellen Modus loggen,expert,bool,Mittel–hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,"Loggt Aktionen des manuellen Modus, z. B. Start, Ziel erreicht und automatische Umschaltung nach Ziel-SOC.",,
System & Diagnose,Runtime-Logging · Detailkanäle,LOG_MQTT,MQTT loggen,expert,bool,Mittel–hoch,live_next_cycle,safe_sentinel,default,BASE,0,,CONFIG_SCHEMA.description,Loggt MQTT-Kommandos an Zendure.,,
System & Diagnose,Runtime-Logging · Detailkanäle,LOG_RAW_RESPONSE,Shelly RAW loggen,expert,bool,Mittel–hoch,live_next_cycle,safe_sentinel,default,BASE,0,,CONFIG_SCHEMA.description,Loggt vollständige Shelly-JSON-Antworten. Nur für Fehlersuche verwenden.,,
System & Diagnose,Runtime-Logging · Detailkanäle,LOG_SOC,SOC loggen,expert,bool,Mittel–hoch,live_next_cycle,safe_sentinel,default,BASE,0,,CONFIG_SCHEMA.description,Loggt empfangene Zendure-SOC-Werte.,,
System & Diagnose,Runtime-Logging · Detailkanäle,LOG_VALUES,Werte loggen,expert,bool,Mittel–hoch,live_next_cycle,safe_sentinel,default,BASE,0,,CONFIG_SCHEMA.description,Loggt Shelly-Rohwert und geglättete Netzleistung.,,
System & Diagnose,Safe-State & Datenqualität,MAX_CONSECUTIVE_ERRORS,Max Fehler in Folge,protected_expert,int,Sehr hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,"Nach dieser Anzahl direkt aufeinanderfolgender Fehler aktiviert der Controller den Safe-State. Safe-State bedeutet: Ladeleistung und Entladeleistung werden per MQTT auf 0 W gesetzt, der Modus wird auf SAFE_STATE gestellt und die Regelung versucht nicht weiter aktiv Leistung zu verschieben, bis wieder gültige Daten vorliegen und der nächste Regelzyklus sauber laufen kann.","1–100; klein = empfindlich, groß = längere Fehlerfolge",
System & Diagnose,Safe-State & Datenqualität,MQTT_DISCONNECTED_SAFE_STATE,Safe-State bei MQTT-Trennung,protected_expert,bool,Sehr hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,"Wenn aktiv, setzt der Controller bei erkannter MQTT-Trennung Lade- und Entladeleistung auf 0 W. Das ist die konservativste Variante, weil ohne MQTT keine zuverlässigen neuen Befehle und teilweise keine aktuellen Rückmeldungen möglich sind. Wenn diese Option nicht aktiv ist, läuft die Logik weiter und zeigt den MQTT-Fehler an; bereits zuletzt an Zendure gesendete Werte können dort aber weiter gültig bleiben, weil der Controller sie während der Trennung nicht sicher ändern kann. Nicht aktiv ist daher toleranter bei kurzen Broker-Aussetzern, aber weniger sicher bei längeren MQTT-Problemen.",Nicht als garantierte Geräte-Neutralisierung darstellen,
System & Diagnose,Safe-State & Datenqualität,SAFE_STATE_ON_SHELLY_ERROR,Safe-State bei Ausfall der aktiven Netzquelle,protected_expert,bool,Sehr hoch,live_next_cycle,product_default,default,BASE,3,,CONFIG_SCHEMA.description,"Wenn aktiv, fährt der Controller bei anhaltenden Messfehlern auf 0 W.",Deaktivierung nur mit deutlicher Blindflugwarnung,GRID_METER_SOURCE; SHELLY_STALE_TIMEOUT_SECONDS; SMA_ENERGY_METER_STALE_TIMEOUT_SECONDS
System & Diagnose,Safe-State & Datenqualität,SOC_STALE_TIMEOUT_SECONDS,SOC Timeout,protected_expert,int,Sehr hoch,live_next_cycle,product_default,default,BASE,1,,CONFIG_SCHEMA.description,Maximales Alter des Zendure-SOC. Bei Überschreitung wird Entladung blockiert.,10–600 s; API/MQTT-Polling berücksichtigen,INTERVAL_SECONDS
System & Diagnose,Safe-State & Datenqualität,ZENDURE_POWER_STALE_TIMEOUT_SECONDS,Zendure Istwert Timeout,expert,int,Hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,"Alter der Zendure-Istleistungswerte, ab dem eine Warnung gesetzt wird.",10–600 s,
System & Diagnose,Webserver & Zugriff,HEADLESS_MODE,Headless Mode,protected_expert,bool,Sehr hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,"Schaltet die Weboberflächen ab. Beim Aufruf der Web-URLs wird nur noch eine Hinweisseite angezeigt. Die Regelung läuft weiter; Änderungen sind dann ausschließlich über die config.json und den regulären Config-Reload möglich. Ein Neustart ist zum Beenden des Headless Mode nicht erforderlich, wenn die config.json während des laufenden Programms angepasst wird.",Vor Aktivierung Recoveryweg über config.json zeigen,
System & Diagnose,Webserver & Zugriff,WEB_HOST,Webserver Bind-Adresse,protected_expert,string,Sehr hoch,restart_required,product_default,default,BASE,0,,validation_text,Bind-Adresse; 0.0.0.0 = alle Interfaces,Bind-Adresse; 0.0.0.0 = alle Interfaces,
System & Diagnose,Webserver & Zugriff,WEB_PORT,Web Port,protected_expert,int,Hoch,restart_required,product_default,default,BASE,0,,CONFIG_SCHEMA.description,HTTP-Port des Webinterfaces. Änderung erfordert Neustart.,1–65535; Portkonflikt vorprüfen,
